#,carat,cut,color,clarity,depth,table,price,x,y,z
30072,0.32,Ideal,F,SI2,61.7,56.0,720,4.44,4.41,2.73
825,0.56,Very Good,D,VVS1,61.8,55.0,2866,5.27,5.31,3.27
52214,0.72,Very Good,G,SI1,62.4,59.0,2482,5.67,5.7,3.55
44201,0.51,Very Good,D,SI1,62.8,56.0,1569,5.07,5.09,3.19
33918,0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66
43998,0.3,Good,F,SI2,63.3,55.0,394,4.29,4.33,2.73
44232,0.59,Premium,D,SI2,61.2,60.0,1572,5.42,5.37,3.3
7285,1.25,Premium,H,SI2,60.5,61.0,4200,6.97,6.91,4.2
21331,2.0,Very Good,G,SI2,63.5,57.0,9475,7.91,7.86,4.99
2175,0.8,Very Good,D,VS2,63.1,57.0,3135,5.94,5.89,3.73
3226,0.76,Ideal,D,VS2,60.2,56.0,3352,5.92,5.95,3.57
6509,0.96,Very Good,H,SI1,63.1,58.0,4064,6.2,6.25,3.93
33506,0.32,Premium,G,VS1,62.5,60.0,828,4.35,4.29,2.7
39825,0.39,Premium,H,VVS2,62.1,58.0,1097,4.65,4.63,2.88
46229,0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17
19097,1.51,Premium,H,SI2,62.5,57.0,7864,7.36,7.26,4.57
36958,0.27,Ideal,H,VS1,61.6,56.0,480,4.18,4.2,2.58
45575,0.52,Very Good,G,VS1,61.1,58.0,1689,5.16,5.19,3.16
28315,0.32,Premium,I,SI1,62.7,58.0,432,4.34,4.37,2.73
7024,1.12,Good,G,SI2,56.7,62.0,4158,6.91,6.86,3.9
34986,0.46,Premium,I,SI2,60.3,62.0,880,4.95,4.9,2.97
34546,0.4,Good,F,SI1,63.6,59.0,869,4.67,4.64,2.96
10546,0.97,Premium,F,SI1,59.9,59.0,4810,6.36,6.39,3.82
16030,0.3,Ideal,I,VS1,62.5,54.0,608,4.32,4.29,2.69
11128,0.9,Very Good,H,VS1,63.0,55.0,4939,6.18,6.13,3.88
12775,1.12,Premium,D,SI2,61.2,60.0,5329,6.67,6.63,4.07
52184,0.78,Very Good,F,SI2,58.3,62.0,2477,6.04,6.11,3.54
9318,1.11,Premium,H,SI2,61.6,60.0,4578,6.6,6.67,4.09
2779,0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6
44026,0.51,Ideal,E,SI1,61.3,55.0,1546,5.17,5.11,3.15
45339,0.51,Ideal,G,VS1,61.8,57.0,1662,5.14,5.12,3.17
21929,1.7,Ideal,J,VS2,60.5,58.0,10002,7.73,7.74,4.68
30482,0.31,Premium,D,SI1,60.9,60.0,732,4.39,4.38,2.67
25894,1.5,Very Good,F,VS1,61.6,58.0,15022,7.35,7.43,4.55
39799,0.38,Ideal,D,VVS2,59.7,62.0,1096,4.71,4.74,2.82
22243,1.21,Ideal,G,VVS1,61.0,57.0,10295,6.87,6.93,4.21
10674,1.14,Very Good,I,SI1,62.6,55.0,4840,6.66,6.72,4.19
25710,0.35,Ideal,D,SI1,62.3,57.0,644,4.5,4.52,2.81
1328,0.7,Good,D,VS2,63.4,57.0,2960,5.6,5.67,3.57
29301,0.3,Ideal,I,VS2,60.3,57.0,438,4.36,4.39,2.64
50901,0.56,Premium,F,VS2,60.7,57.0,2318,5.39,5.35,3.26
16486,1.07,Ideal,D,SI1,60.7,57.0,6587,6.61,6.64,4.02
29810,0.3,Premium,D,SI1,61.0,61.0,709,4.29,4.27,2.61
43758,0.41,Premium,F,IF,62.6,58.0,1439,4.73,4.76,2.97
10993,1.12,Very Good,I,VS2,63.9,52.0,4914,6.58,6.65,4.23
32033,0.44,Premium,E,SI1,62.3,58.0,778,4.85,4.88,3.03
28573,0.3,Ideal,H,VS1,62.7,55.0,675,4.3,4.25,2.68
20598,1.15,Ideal,F,VVS2,62.1,55.0,8903,6.74,6.69,4.17
37244,0.43,Very Good,G,VVS2,61.7,56.0,976,4.84,4.88,2.99
28483,0.32,Very Good,E,SI1,63.3,55.0,672,4.36,4.33,2.75
4481,0.75,Ideal,D,VS2,61.7,55.0,3625,5.82,5.85,3.6
10365,0.9,Ideal,G,VS2,61.7,56.0,4773,6.19,6.26,3.84
35989,0.42,Ideal,G,VS1,62.5,54.0,921,4.79,4.84,3.01
10455,1.0,Premium,H,SI1,61.5,58.0,4788,6.45,6.37,3.94
8153,1.01,Ideal,H,SI2,61.7,56.0,4357,6.41,6.46,3.97
14811,1.01,Premium,G,VVS2,61.5,61.0,5963,6.44,6.38,3.94
9312,1.12,Very Good,H,SI1,63.1,56.0,4576,6.62,6.59,4.17
4848,0.71,Ideal,F,VS1,60.8,56.0,3710,5.81,5.82,3.54
44363,0.56,Ideal,E,SI1,60.9,56.0,1580,5.32,5.35,3.25
41091,0.41,Ideal,F,VVS2,62.3,56.0,1192,4.77,4.73,2.96
35886,0.32,Ideal,G,IF,61.7,56.0,918,4.39,4.42,2.72
69,0.31,Premium,G,SI1,61.8,58.0,553,4.35,4.32,2.68
9171,0.91,Good,G,VVS2,64.1,58.0,4543,6.06,6.1,3.9
18084,1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59
20947,1.05,Ideal,E,VS1,62.1,56.0,9160,6.57,6.48,4.05
5105,0.61,Ideal,D,VVS2,61.7,56.0,3758,5.47,5.42,3.36
14698,1.0,Good,F,VS2,63.7,59.0,5929,6.27,6.32,4.01
36291,0.32,Very Good,G,SI1,60.9,56.0,477,4.41,4.45,2.7
10426,1.09,Good,H,SI1,63.2,57.0,4784,6.54,6.57,4.14
51184,0.78,Very Good,H,SI2,63.1,56.0,2348,5.84,5.88,3.7
31543,0.3,Ideal,E,VVS2,61.9,58.0,766,4.27,4.29,2.65
41957,0.23,Very Good,E,VVS2,61.2,60.0,505,3.97,4.0,2.44
44031,0.51,Premium,G,VS2,62.4,58.0,1546,5.12,5.11,3.19
47877,0.52,Ideal,G,VVS2,62.1,57.0,1911,5.13,5.17,3.2
38072,0.3,Premium,E,VVS2,61.4,59.0,1013,4.34,4.32,2.66
51334,0.7,Very Good,F,VS2,58.9,58.0,2362,5.77,5.8,3.41
48045,0.7,Very Good,E,SI1,63.3,58.0,1926,5.63,5.57,3.55
5487,0.9,Premium,G,SI1,62.7,59.0,3841,6.1,6.14,3.84
7877,0.9,Premium,H,VS1,62.4,58.0,4309,6.15,6.19,3.85
14893,1.22,Premium,H,SI1,62.4,58.0,5997,6.82,6.77,4.24
35179,0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
3360,0.6,Ideal,D,VVS2,61.9,55.0,3382,5.41,5.45,3.36
48317,0.28,Very Good,F,VS1,62.3,52.0,536,4.2,4.26,2.62
52822,0.75,Very Good,F,SI1,62.3,58.0,2573,5.8,5.86,3.63
37619,0.23,Very Good,E,VVS1,58.8,61.0,485,3.98,4.01,2.35
50814,0.7,Good,E,SI2,63.7,61.0,2307,5.64,5.6,3.58
26199,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
25885,1.6,Ideal,G,VS2,61.9,56.0,15000,7.53,7.47,4.64
39349,0.54,Ideal,H,SI2,61.6,56.0,1073,5.25,5.28,3.24
3890,0.74,Ideal,D,VS2,62.0,57.0,3487,5.79,5.83,3.6
35821,0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72
29903,0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02
40117,0.41,Ideal,F,VVS2,61.7,57.0,1115,4.73,4.8,2.94
35112,0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
6422,0.8,Ideal,F,VS2,62.1,56.0,4043,5.93,5.98,3.7
51390,0.81,Premium,E,SI2,60.1,59.0,2368,6.09,6.03,3.65
49232,0.54,Ideal,F,VS1,61.1,55.0,2083,5.26,5.32,3.23
16550,1.0,Ideal,G,VS2,62.1,57.0,6612,6.42,6.37,3.97
20267,1.71,Premium,J,SI1,61.7,59.0,8690,7.63,7.7,4.73
17183,1.0,Premium,E,VS2,61.8,62.0,6860,6.47,6.44,3.99
46589,0.53,Ideal,E,VS2,60.9,56.0,1786,5.27,5.28,3.21
24570,1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99
8892,1.17,Ideal,I,SI2,62.2,56.0,4488,6.72,6.79,4.2
40598,0.34,Fair,J,SI1,64.5,57.0,497,4.38,4.36,2.82
15697,0.29,Ideal,G,VVS1,62.8,54.0,607,4.21,4.24,2.65
23882,1.31,Ideal,G,VVS2,61.3,58.0,11975,7.03,7.07,4.32
47274,0.5,Ideal,H,IF,62.4,54.0,1844,5.1,5.13,3.19
23363,0.23,Ideal,H,VS1,61.2,55.0,423,3.94,3.97,2.42
41293,0.73,Good,G,I1,63.9,55.0,1210,5.76,5.69,3.65
14516,1.0,Good,G,VS1,64.2,61.0,5863,6.23,6.29,4.02
3413,0.38,Ideal,F,SI2,60.9,56.0,568,4.69,4.74,2.87
41079,0.41,Ideal,F,VVS2,61.9,55.0,1192,4.79,4.78,2.96
49898,0.72,Ideal,J,VS1,61.1,56.0,2177,5.84,5.82,3.56
14250,1.22,Premium,H,VS1,62.2,58.0,5773,6.84,6.76,4.23
17821,1.25,Ideal,H,SI1,62.2,54.0,7182,6.93,6.88,4.3
16980,1.37,Very Good,G,SI2,63.4,61.0,6781,6.95,7.03,4.43
20509,1.7,Premium,I,VS1,61.5,58.0,8840,7.74,7.64,4.73
29474,0.32,Ideal,E,VS2,61.9,55.0,702,4.42,4.43,2.74
24941,2.03,Ideal,I,SI2,60.8,59.0,13398,8.12,8.2,4.96
35662,0.31,Very Good,G,VVS2,63.4,59.0,907,4.29,4.26,2.71
51355,0.76,Premium,G,SI2,62.8,60.0,2364,5.81,5.79,3.64
33768,0.32,Very Good,D,VVS2,61.9,54.0,841,4.43,4.46,2.75
33693,0.33,Ideal,G,VVS1,61.6,55.0,838,4.46,4.47,2.75
5524,1.01,Very Good,G,SI2,61.9,55.0,3852,6.43,6.46,3.99
22894,1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
51613,0.73,Very Good,E,SI2,62.1,58.0,2395,5.75,5.81,3.59
47602,0.7,Good,F,SI1,64.3,62.0,1878,5.55,5.49,3.55
6804,1.05,Premium,G,SI2,61.7,56.0,4116,6.57,6.53,4.04
25228,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56
13473,1.01,Very Good,D,SI1,59.7,57.0,5533,6.53,6.56,3.91
8186,1.2,Ideal,I,SI1,62.2,57.0,4368,6.8,6.77,4.22
50069,0.71,Ideal,F,SI2,61.6,56.0,2202,5.68,5.74,3.52
37949,0.28,Very Good,E,VS2,60.4,59.0,487,4.22,4.26,2.56
31696,0.36,Ideal,F,SI1,60.1,56.0,770,4.67,4.62,2.79
15525,1.01,Very Good,E,VS2,63.0,60.0,6221,6.32,6.35,3.99
49284,0.7,Very Good,F,SI2,62.8,56.0,2092,5.64,5.69,3.56
8971,0.9,Very Good,F,VS2,63.2,58.0,4504,6.11,6.16,3.88
23696,1.51,Premium,D,SI1,62.5,60.0,11760,7.27,7.23,4.54
34178,0.33,Ideal,G,VS1,61.9,55.0,854,4.44,4.41,2.74
38772,0.31,Premium,E,VVS2,61.4,58.0,1046,4.36,4.33,2.67
12357,1.01,Very Good,G,SI1,62.7,58.0,5231,6.35,6.4,4.0
9271,1.01,Very Good,E,SI1,61.1,57.0,4563,6.44,6.5,3.95
33270,0.34,Good,G,VVS2,58.0,61.0,826,4.56,4.58,2.65
47872,0.52,Ideal,G,VVS2,61.7,56.0,1911,5.14,5.16,3.18
37722,0.34,Ideal,G,VVS2,61.9,57.0,995,4.48,4.44,2.76
52447,0.71,Very Good,G,SI1,61.6,61.0,2515,5.7,5.72,3.52
13342,1.46,Fair,G,SI2,64.6,54.0,5504,7.11,7.03,4.57
45383,0.5,Premium,F,VS1,59.9,61.0,1666,5.16,5.13,3.08
34807,0.31,Very Good,E,VVS1,62.3,59.0,878,4.32,4.38,2.71
33480,0.32,Ideal,F,VS2,61.6,55.0,828,4.43,4.4,2.72
33214,0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7
13321,1.25,Premium,J,VS1,62.0,58.0,5500,6.89,6.92,4.28
12727,1.02,Ideal,H,VS2,61.2,56.0,5312,6.53,6.48,3.98
47737,0.56,Ideal,G,VS1,61.2,54.0,1890,5.36,5.32,3.27
42295,0.36,Good,E,SI2,63.7,54.0,505,4.52,4.55,2.89
40655,0.5,Ideal,E,SI2,61.4,57.0,1154,5.09,5.14,3.14
26453,1.74,Ideal,E,SI1,62.2,56.0,15992,7.72,7.67,4.79
45920,0.53,Very Good,E,VS2,61.6,57.0,1721,5.18,5.21,3.2
13955,1.09,Premium,H,VS2,60.0,56.0,5677,6.73,6.68,4.02
49416,0.63,Ideal,D,VS2,61.1,55.0,2106,5.6,5.56,3.41
6615,0.9,Premium,H,VS2,61.3,59.0,4082,6.24,6.19,3.81
38793,0.31,Ideal,G,VVS1,60.6,57.0,1046,4.4,4.38,2.66
38262,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54
49221,0.5,Good,G,IF,64.0,55.0,2081,5.08,5.05,3.24
51274,0.55,Ideal,F,VVS1,62.1,56.0,2359,5.25,5.28,3.27
52763,0.75,Ideal,I,VS1,59.9,57.0,2562,5.96,5.9,3.56
2724,0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53
32614,0.3,Good,G,VS2,63.5,58.0,456,4.24,4.29,2.71
45378,0.58,Ideal,F,VS2,62.1,56.0,1666,5.33,5.37,3.32
40034,0.4,Good,E,SI1,60.6,65.0,1110,4.74,4.71,2.86
40980,0.41,Premium,D,VVS2,62.2,58.0,1181,4.8,4.78,2.98
14352,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09
45414,0.51,Ideal,G,VS1,60.4,59.0,1668,5.16,5.21,3.13
13392,0.38,Ideal,G,SI2,61.2,56.0,602,4.7,4.74,2.89
46500,0.4,Ideal,E,VVS1,61.3,56.0,1778,4.75,4.78,2.92
36673,0.5,Fair,J,VS1,66.8,57.0,949,4.89,4.84,3.25
16607,1.4,Ideal,J,VS2,62.2,57.0,6633,7.17,7.08,4.43
49972,0.29,Very Good,H,VVS2,61.2,56.0,541,4.26,4.29,2.61
40379,0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
24138,1.5,Premium,G,VS2,61.2,61.0,12308,7.34,7.29,4.48
15202,1.01,Premium,D,VS2,59.2,56.0,6108,6.48,6.43,3.82
7925,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04
23585,1.24,Ideal,G,VVS2,61.1,56.0,11601,6.94,6.97,4.25
21861,1.23,Ideal,G,VVS2,62.4,55.0,9921,6.8,6.88,4.27
45184,0.51,Ideal,E,VS2,62.0,56.0,1656,5.11,5.15,3.18
35458,0.49,Premium,J,SI2,59.8,59.0,900,5.14,5.12,3.07
41994,0.43,Ideal,G,VVS1,62.0,55.0,1264,4.85,4.82,3.0
4124,0.72,Ideal,G,VS1,62.0,56.0,3540,5.74,5.78,3.57
22354,0.31,Premium,H,VS2,60.0,60.0,628,4.43,4.4,2.65
32583,0.31,Premium,F,VVS1,59.7,59.0,801,4.45,4.49,2.67
34431,0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68
25513,1.58,Very Good,F,VS2,59.9,61.0,14308,7.5,7.6,4.52
23485,1.51,Good,E,SI1,62.8,59.0,11487,7.16,7.2,4.51
42471,0.53,Ideal,D,SI2,61.6,55.0,1316,5.21,5.24,3.22
16673,1.0,Ideal,D,SI1,62.5,55.0,6664,6.42,6.34,3.99
32044,0.32,Ideal,G,VVS1,61.7,56.0,779,4.39,4.42,2.72
13742,1.22,Ideal,I,SI1,60.8,57.0,5602,6.95,6.89,4.21
30145,0.32,Premium,G,VS2,62.8,58.0,720,4.35,4.31,2.72
10518,0.71,Ideal,E,VVS1,62.0,56.0,4802,5.69,5.73,3.54
41423,0.46,Ideal,H,VVS1,62.3,54.0,1227,4.96,4.99,3.1
15092,1.01,Good,G,VS1,62.7,57.0,6066,6.33,6.42,4.0
30279,0.3,Very Good,D,SI2,61.4,59.0,447,4.26,4.31,2.63
6976,1.02,Premium,F,SI2,62.7,59.0,4151,6.38,6.45,4.02
10748,1.0,Good,F,SI1,63.4,61.0,4851,6.29,6.35,4.01
51194,0.7,Premium,E,SI1,60.1,58.0,2349,5.81,5.83,3.5
31255,0.4,Ideal,J,IF,62.5,56.0,758,4.7,4.74,2.95
50586,0.56,Ideal,F,VVS2,62.3,54.0,2281,5.29,5.34,3.31
46070,0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09
27576,1.7,Premium,F,VS1,58.5,60.0,18398,7.83,7.76,4.56
2196,0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
47006,0.51,Premium,D,VS2,61.9,58.0,1818,5.19,5.12,3.19
4763,0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
6691,0.31,Premium,G,SI2,60.3,59.0,408,4.35,4.37,2.63
32686,0.31,Premium,G,VS1,63.0,57.0,802,4.32,4.28,2.71
30632,0.31,Ideal,D,VS2,62.2,55.0,734,4.31,4.34,2.69
52700,0.8,Very Good,H,SI1,63.2,54.0,2553,5.93,5.88,3.73
48705,0.6,Very Good,D,VS2,63.7,56.0,2010,5.34,5.36,3.41
12382,0.35,Ideal,I,VVS2,62.0,54.0,598,4.54,4.56,2.82
47670,0.23,Premium,G,VVS1,61.3,59.0,531,3.96,3.94,2.42
7093,1.01,Premium,I,SI1,61.8,59.0,4166,6.37,6.44,3.96
4441,1.0,Good,J,SI1,59.5,61.0,3616,6.46,6.52,3.86
12488,1.06,Ideal,H,SI1,61.7,60.0,5255,6.48,6.52,4.01
25037,0.38,Good,E,SI1,62.8,61.0,641,4.6,4.67,2.91
32477,0.34,Very Good,F,VS1,61.1,60.0,795,4.46,4.51,2.74
18131,1.51,Premium,H,SI2,60.2,62.0,7340,7.43,7.38,4.46
22371,0.31,Premium,H,VS2,62.4,59.0,628,4.34,4.31,2.7
22334,1.35,Ideal,G,VS1,61.5,56.0,10378,7.15,7.12,4.39
38486,0.42,Ideal,D,VS2,61.8,56.0,1031,4.8,4.84,2.98
12526,1.07,Very Good,H,VS2,62.7,57.0,5264,6.48,6.53,4.08
7348,1.11,Premium,H,SI2,61.5,59.0,4212,6.61,6.56,4.05
48708,0.7,Good,I,VS2,63.6,58.0,2010,5.57,5.59,3.55
21485,1.76,Premium,E,SI2,62.1,58.0,9580,7.7,7.62,4.74
18928,1.61,Very Good,I,SI2,60.9,63.0,7775,7.54,7.5,4.58
14246,0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87
32039,0.3,Ideal,E,VVS2,61.7,53.8,779,4.31,4.34,2.67
7032,1.03,Premium,G,SI2,59.3,58.0,4160,6.58,6.63,3.92
5796,1.0,Very Good,F,SI2,61.9,59.0,3906,6.39,6.44,3.97
31127,0.43,Very Good,G,SI1,62.9,55.0,754,4.83,4.87,3.05
9801,1.04,Ideal,F,SI2,62.1,57.0,4668,6.46,6.48,4.02
39170,0.4,Ideal,J,IF,62.6,56.0,1063,4.75,4.71,2.96
48822,0.7,Very Good,I,SI1,61.4,57.0,2028,5.72,5.75,3.52
9473,1.2,Very Good,H,SI1,61.4,63.0,4603,6.76,6.72,4.14
35195,0.31,Ideal,G,IF,61.6,55.0,891,4.35,4.38,2.69
6331,0.71,Ideal,E,VVS2,61.2,57.0,4030,5.73,5.8,3.53
9349,1.09,Very Good,I,SI2,62.5,57.0,4584,6.56,6.58,4.11
45215,0.51,Very Good,E,VS2,60.5,56.0,1656,5.18,5.24,3.15
48177,0.54,Ideal,H,VVS1,60.4,55.0,1944,5.32,5.27,3.2
38436,0.38,Premium,F,VS2,60.9,56.0,1026,4.72,4.67,2.86
48066,0.51,Premium,E,VS1,61.9,58.0,1928,5.15,5.1,3.17
38279,0.21,Premium,D,VS2,59.1,62.0,386,3.89,3.86,2.29
7674,1.09,Premium,I,SI1,61.7,59.0,4273,6.59,6.53,4.05
29296,0.31,Ideal,I,SI1,62.0,53.0,436,4.37,4.4,2.72
42587,0.35,Ideal,D,VVS1,60.8,55.0,1330,4.58,4.6,2.79
1896,0.73,Ideal,E,VS2,62.7,56.0,3077,5.75,5.8,3.62
53030,0.72,Ideal,I,VVS2,61.0,57.0,2602,5.81,5.84,3.55
16806,1.01,Premium,F,VS2,60.8,57.0,6702,6.52,6.47,3.95
51862,0.52,Very Good,D,VVS2,59.8,55.0,2426,5.28,5.35,3.18
23019,0.4,Ideal,F,I1,63.3,60.0,630,4.68,4.64,2.95
42566,0.42,Ideal,E,VVS1,62.0,55.0,1327,4.81,4.83,2.99
47573,0.51,Ideal,G,VVS2,62.6,57.0,1875,5.1,5.12,3.2
17013,1.15,Very Good,H,VVS2,58.8,58.0,6793,6.87,6.9,4.05
22024,0.34,Ideal,G,VS2,61.0,55.0,628,4.56,4.58,2.79
24861,1.51,Good,G,VVS2,63.8,59.0,13275,7.28,7.24,4.63
49813,0.71,Good,I,SI1,59.9,65.0,2165,5.71,5.74,3.43
53413,0.77,Very Good,G,SI1,63.0,59.0,2670,5.82,5.84,3.67
26618,1.51,Ideal,F,VS1,62.1,56.0,16370,7.34,7.38,4.57
8704,0.4,Premium,I,SI2,62.9,59.0,585,4.68,4.63,2.93
34388,0.41,Ideal,F,VS2,61.8,56.0,863,4.76,4.79,2.95
1040,0.74,Very Good,D,VS2,62.4,57.0,2906,5.74,5.8,3.6
19400,1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21
17769,1.59,Ideal,J,SI2,62.1,54.0,7155,7.51,7.44,4.64
45640,0.23,Very Good,F,VVS1,60.7,55.0,525,3.98,4.0,2.42
6259,0.92,Ideal,E,SI2,62.1,57.0,4011,6.2,6.26,3.87
23822,2.08,Ideal,I,SI2,62.0,56.0,11886,8.21,8.1,5.06
47210,0.5,Ideal,G,VVS2,62.0,56.0,1838,5.09,5.13,3.17
8835,1.02,Premium,E,SI2,58.7,59.0,4478,6.61,6.57,3.87
28462,0.32,Very Good,H,VVS1,62.3,56.0,672,4.35,4.37,2.72
45020,0.54,Ideal,H,VS1,61.9,56.0,1637,5.24,5.2,3.23
7077,0.33,Premium,E,SI1,62.2,59.0,579,4.41,4.43,2.75
30891,0.42,Ideal,E,SI1,62.1,55.0,743,4.79,4.81,2.98
26072,2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04
44486,0.51,Ideal,D,VS2,61.9,55.0,1597,5.15,5.19,3.2
13252,1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98
30065,0.3,Ideal,D,VS1,62.0,57.0,720,4.27,4.31,2.66
3388,0.31,Premium,I,SI1,61.5,59.0,408,4.35,4.37,2.68
8824,1.16,Ideal,I,SI2,62.6,56.0,4478,6.68,6.73,4.2
44700,0.47,Good,E,VVS1,65.2,56.0,1613,4.86,4.89,3.18
5918,0.73,Ideal,D,VS1,60.9,55.0,3937,5.83,5.86,3.56
30977,0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81
39750,0.5,Premium,H,SI1,62.3,59.0,1094,5.02,4.99,3.12
27778,0.32,Ideal,H,VS2,62.0,57.0,648,4.39,4.35,2.71
53495,1.01,Premium,J,SI2,58.3,62.0,2683,6.49,6.43,3.77
16815,1.21,Very Good,F,SI1,59.4,56.0,6708,6.95,7.0,4.14
24677,1.5,Ideal,G,VS1,60.6,57.0,13034,7.47,7.36,4.49
4827,0.9,Premium,F,SI2,62.0,61.0,3704,6.16,6.14,3.81
8955,0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
7379,0.97,Very Good,F,SI2,62.9,57.0,4223,6.28,6.31,3.96
3363,0.31,Very Good,I,VS2,59.3,59.0,406,4.38,4.42,2.61
46000,0.7,Premium,I,SI2,62.1,60.0,1724,5.65,5.62,3.5
29133,0.33,Very Good,G,VVS2,61.9,56.0,692,4.46,4.49,2.77
16048,0.3,Premium,H,VS2,62.2,59.0,608,4.31,4.28,2.67
18222,1.22,Premium,E,SI1,62.3,59.0,7395,6.8,6.74,4.22
25217,1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56
50622,0.26,Very Good,F,SI1,61.3,55.0,401,4.15,4.21,2.56
47914,0.7,Good,G,SI1,64.0,55.0,1915,5.59,5.62,3.59
45108,0.5,Ideal,E,VS1,62.5,57.0,1649,4.99,5.05,3.14
43315,0.55,Ideal,H,VS2,61.9,54.0,1402,5.25,5.28,3.26
6918,0.9,Premium,G,VS2,62.8,58.0,4137,6.14,6.09,3.84
21636,1.35,Very Good,G,VS1,60.1,56.0,9729,7.16,7.21,4.32
27850,0.31,Ideal,H,VVS2,61.7,55.8,652,4.35,4.39,2.69
13355,0.24,Very Good,E,VS2,62.1,58.0,419,4.0,4.02,2.49
27988,0.3,Very Good,E,VS2,62.1,59.0,658,4.27,4.29,2.66
35777,0.4,Ideal,E,VS2,62.4,56.0,912,4.71,4.74,2.95
7689,1.01,Premium,F,SI1,62.7,54.0,4276,6.42,6.37,4.01
34660,0.31,Ideal,E,VS2,61.8,55.0,872,4.35,4.33,2.68
17979,1.2,Very Good,G,VS2,62.4,59.0,7273,6.68,6.74,4.19
51787,0.7,Premium,F,SI1,60.8,58.0,2415,5.78,5.74,3.5
14616,1.16,Ideal,D,SI2,62.1,54.0,5898,6.79,6.74,4.2
45366,0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93
43779,0.37,Fair,D,IF,61.2,57.0,1440,4.68,4.73,2.88
40475,0.38,Premium,D,VS1,61.2,58.0,1140,4.68,4.63,2.85
39605,0.32,Ideal,F,SI1,61.9,55.0,491,4.38,4.41,2.72
18517,1.08,Ideal,E,VS2,62.0,54.0,7548,6.62,6.57,4.09
34900,0.33,Ideal,F,VVS1,62.0,55.0,880,4.44,4.47,2.76
44430,0.55,Very Good,E,VS2,58.1,62.0,1589,5.38,5.46,3.15
32784,0.31,Ideal,D,VS2,62.1,54.0,804,4.4,4.36,2.72
48522,0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
45653,0.38,Ideal,J,SI1,61.8,54.0,525,4.68,4.7,2.9
5832,0.9,Premium,E,SI1,60.3,60.0,3917,6.27,6.2,3.76
27166,1.61,Ideal,F,VS1,62.0,55.0,17414,7.55,7.52,4.67
4969,0.9,Good,H,SI1,58.9,61.0,3734,6.27,6.36,3.72
12571,1.01,Good,G,VS2,63.8,57.0,5279,6.27,6.34,4.02
46168,0.5,Premium,E,VS2,61.4,58.0,1746,5.12,5.07,3.13
23770,2.01,Premium,H,SI2,62.5,62.0,11825,8.09,8.04,5.04
25471,2.02,Premium,I,VS1,60.5,62.0,14238,8.18,8.15,4.94
2838,0.7,Ideal,E,VS2,62.6,55.0,3268,5.66,5.68,3.55
22219,1.23,Very Good,F,VS1,60.8,58.0,10276,6.9,6.94,4.21
44597,0.53,Premium,H,VS1,62.3,58.0,1607,5.17,5.13,3.21
46703,0.55,Ideal,E,VS2,61.4,56.0,1792,5.32,5.26,3.25
40279,0.35,Very Good,F,SI2,61.2,55.0,494,4.56,4.57,2.79
38573,0.4,Premium,H,VS1,62.6,58.0,1035,4.71,4.68,2.94
32619,0.3,Ideal,H,VS2,62.0,57.0,457,4.27,4.31,2.66
23792,2.08,Premium,H,SI2,60.0,60.0,11851,8.31,8.28,4.98
5160,0.9,Good,F,SI2,58.0,57.0,3770,6.34,6.41,3.7
17660,1.1,Premium,F,VS2,61.1,57.0,7115,6.71,6.65,4.08
